Data;Hora;Temp (C);Temp_Max (C);Temp_Min (C);Umid (%);Umid_Max (%);Umid_Min (%);PO (C);PO_Max (C);PO_Min (C);Pressao (hPa);Pressao_Max (hPa);Pressao_Min (hPa);VelVento_S_WVT (m/s);VelVento_Max (m/s);DirVento_D1_WVT (Deg);RadTot (KJ/m²);Chuva_Tot (mm)
23/11/2025;14;19,3;19,8;19,3;85,9;87,8;84,2;16,9;17,7;16,6;1017;1017,5;1016,8;1,6;5,8;214;753,4;0,25
23/11/2025;15;18,5;19,9;18,5;90,6;90,8;82,7;16,9;18,3;15,5;1017;1017,3;1016,8;1,2;6;204;576,8;0
23/11/2025;16;18;18,6;18;92,8;93,3;89,6;16,8;17,5;16,3;1017;1016,9;1016,6;1,5;6,5;218;183,4;0,25
23/11/2025;17;18;18,1;17,9;92,2;94,1;91,8;16,7;17,1;16,5;1016;1016,8;1016;1,8;5,4;206;169,2;0
23/11/2025;18;18,6;18,6;18;89,3;93,7;89,1;16,8;17,6;16,2;1016;1016,2;1015,9;2,1;5,8;206;233,6;0
23/11/2025;19;18,5;18,8;18,5;89,7;90,2;88,1;16,8;17,1;16,5;1017;1017;1016;2,3;5,4;209;28,2;0,25
23/11/2025;20;18,4;18,5;18,1;87,2;90,9;87,1;16,2;17;15,9;1017;1017,2;1016,7;2,2;6,2;193;0,1;0
23/11/2025;21;17,8;18,4;17,7;91,8;91,9;87,2;16,4;17,1;15,6;1017;1017,4;1016,9;1,9;4,8;183;0;0,25
23/11/2025;22;17,7;17,7;17,6;93,2;93,3;91,8;16,6;16,6;16,2;1017;1017,6;1016,9;0,9;3,4;212;0;0
23/11/2025;23;17,5;17,8;17,4;94,4;94,4;92,7;16,6;16,9;16,2;1017;1017,6;1016,8;1,1;4;199;0;0
24/11/2025;00;17,5;17,5;17,4;95,3;95,3;94,4;16,8;16,8;16,5;1017;1016,8;1016,5;1,4;3,7;177;0;0,25
24/11/2025;01;17,6;17,7;17,5;96,2;96,3;94,8;17;17,1;16,7;1016;1016,6;1016,3;1,1;2,8;197;0;0
24/11/2025;02;17,5;17,7;17,4;96,6;96,8;96,1;17;17,1;16,8;1016;1016,3;1015,7;1;3,2;185;0;0,25
24/11/2025;03;17,7;17,7;17,5;96,3;96,8;96,2;17,1;17,1;16,9;1015;1015,7;1015,1;1,1;2,8;182;0;0
24/11/2025;04;18,4;18,4;17,6;90,1;96,5;90,1;16,7;17,8;16;1015;1015,1;1014,5;0,9;3,9;192;0;0,25
24/11/2025;05;18,3;18,5;18,2;94,2;94,4;89,8;17,3;17,6;16,5;1015;1014,9;1014,5;1,4;4,1;198;0;0
24/11/2025;06;18,9;18,9;18,2;91;94,2;89,9;17,4;17,9;16,5;1015;1015,2;1014,8;0,9;3,3;195;35,5;0
24/11/2025;07;20;20;18,9;82,9;90,8;82,8;17;18,5;15,9;1015;1015,6;1015,2;1,1;4,3;234;230,9;0,25
24/11/2025;08;18,8;20;18,8;91,1;91,1;82,7;17,3;18,5;15,8;1016;1016,1;1015,4;1,7;6,8;127;476,1;0
24/11/2025;09;19,1;19,1;18,6;91,2;91,9;89,4;17,6;17,7;16,8;1016;1016,3;1016;1,1;4,4;34;430,9;0,25
24/11/2025;10;19,4;19,4;19;88,8;91,7;87,9;17,5;18;17;1016;1016,4;1016,1;1,4;5,5;224;659,8;0
24/11/2025;11;19,2;19,8;19,2;89,2;90;86;17,4;18,1;16,8;1016;1016,4;1016,1;1,9;8,5;205;946,2;0,25
24/11/2025;12;19,5;19,6;19,2;89,7;91,2;87,9;17,8;18,1;17,1;1016;1016,3;1016;1,4;4,6;223;488,3;0
24/11/2025;13;20,3;20,3;19,6;83,6;91,2;82,3;17,4;18,9;16,5;1016;1016;1015,5;1,5;5,4;210;752,7;0,25
24/11/2025;14;20,7;20,7;20,3;79,9;84,6;79,9;17,1;18;16,7;1015;1015,6;1015,2;1,6;5,6;184;648,6;0
24/11/2025;15;21,2;21,2;20,7;80,5;82,3;78,7;17,7;18;16,9;1015;1015,4;1015;1,6;5,6;55;1036;0
24/11/2025;16;21,3;21,3;21,1;80,4;81,4;78,6;17,8;18;17,2;1015;1015,3;1014,5;1,3;6,7;196;816,3;0,25
24/11/2025;17;21,2;21,3;21,1;78,5;80,9;77,5;17,3;17,9;17;1014;1014,6;1014;1,7;5,9;189;741,5;0
24/11/2025;18;21;21,2;20,9;81,2;81,8;77,8;17,6;18;16,9;1014;1014,3;1014;1;6;204;472,4;0,25
24/11/2025;19;20,7;21,1;20,7;81;81,8;78,9;17,4;17,8;16,9;1015;1015;1014,3;0,6;2,6;208;132,7;0
24/11/2025;20;19,9;20,7;19,9;84,6;84,6;80,7;17,2;18;16,5;1015;1015,4;1014,9;0,6;2,9;185;0,3;0,25
24/11/2025;21;19,5;20;19,5;87,7;87,7;84,6;17,4;17,9;16,9;1015;1015,5;1015,3;0,6;2,4;146;0;0
24/11/2025;22;19,2;19,5;19,2;89,6;89,6;87,7;17,5;17,8;17,1;1016;1015,7;1015,4;1,1;2,8;139;0;0
24/11/2025;23;18,8;19,2;18,8;89,8;90,1;88,7;17,1;17,6;16,9;1015;1015,8;1015,4;1,4;2,7;135;0;0,25
25/11/2025;00;19,2;19,3;18,7;88,7;90,6;86,8;17,3;17,8;16,5;1015;1015,5;1014,9;0,9;3,2;147;0;0
25/11/2025;01;18,7;19,2;18,6;92,3;92,5;88,5;17,4;18;16,7;1014;1015;1013,9;0,5;2;149;0;0
25/11/2025;02;18,1;18,7;18,1;91,9;92,3;91,6;16,8;17,4;16,7;1013;1013,9;1013,1;1;2,4;131;0;0,25
25/11/2025;03;18,4;18,4;18,1;92;92,5;91,7;17,1;17,2;16,7;1013;1013,2;1013;0,9;2,1;137;0;0
25/11/2025;04;17,8;18,4;17,8;93,9;93,9;90,8;16,8;17,4;16,3;1013;1013,3;1013,1;0,8;2,3;154;0;0
25/11/2025;05;17,9;17,9;17,8;94,9;95,1;93,9;17,1;17,1;16,8;1013;1013,2;1012,8;0,5;1,5;114;0,1;0,25
25/11/2025;06;18;18;17,7;94,3;95,1;94,3;17,1;17,2;16,8;1013;1013,5;1012,8;0,7;2;129;71,4;0
25/11/2025;07;19,3;19,3;18;86,9;94,3;86,4;17;18,3;15,7;1014;1013,8;1013,4;1;2,4;137;641,8;0
25/11/2025;08;20,9;20,9;19,3;81,9;88;79,7;17,7;18,9;15,7;1014;1014,3;1013,7;1,2;2,5;163;1840,2;0,25
25/11/2025;09;22,9;23;20,9;73,5;83,2;72,5;17,9;20;15,8;1015;1014,7;1014,3;1,2;3,2;167;2799,3;0
25/11/2025;10;22,6;23,6;22,5;76,6;77,4;71,2;18,2;19,4;17;1015;1014,7;1014,6;0,9;2,6;220;1527,9;0
25/11/2025;11;24,7;24,7;22,6;71;77,1;68,8;19,1;20,4;16,6;1014;1014,7;1014,4;1;2,5;339;;0,25
25/11/2025;12;24,9;25,1;23,8;70,3;75,5;68,7;19,2;20,4;17,6;1014;1014,4;1013,6;1,1;3,9;16;;0
25/11/2025;13;24,3;24,9;24;72,5;74,3;69,2;19;20;18;1013;1013,7;1013,3;1,5;4,5;137;;0
25/11/2025;14;24,9;25,5;24,3;70,9;73,8;68,9;19,3;20,5;18,2;1013;1013,3;1012,8;2,1;6,8;132;;0
25/11/2025;15;24,6;25;24,4;71,3;74,7;69,7;19,1;20,1;18,5;1013;1013,1;1012,6;2,4;6,7;124;3413,6;0,25
25/11/2025;16;24,3;25;24;70,7;73,6;69,3;18,6;19,9;18;1013;1012,8;1012,5;2,2;6,6;131;2609,8;0
25/11/2025;17;23;24,4;23;76,1;76,4;69,7;18,5;20;17,2;1013;1012,9;1012,5;2,6;5,9;120;862,5;0
25/11/2025;18;22,6;23;22,6;79,6;80,3;76;18,9;19,5;18,1;1013;1013,3;1012,7;2,2;5,9;124;372,2;0
25/11/2025;19;22,2;22,6;22,2;80,8;81,4;78,9;18,7;19,3;18,3;1014;1013,9;1013,3;2,2;5,2;132;42;0,25
25/11/2025;20;21,7;22,2;21,7;83,1;83,3;80,7;18,7;19,2;18,2;1014;1014,2;1013,8;0,9;4;69;0,5;0
25/11/2025;21;21,8;21,9;21,7;82,8;83,5;81,9;18,7;19;18,4;1015;1014,5;1014,2;1;3,2;103;0;0
25/11/2025;22;20,8;21,8;20,8;87,3;87,3;82,9;18,6;19,6;17,8;1015;1015;1014,5;0,8;1,9;69;0;0
25/11/2025;23;20,7;20,9;20,6;87,7;88,9;87,3;18,6;19;18,4;1015;1015,1;1014,7;0,9;1,9;72;0;0
26/11/2025;00;20,6;20,7;20,6;88,4;88,6;87,8;18,6;18,8;18,5;1014;1014,8;1014,2;0,6;1,8;75;0;0,25
26/11/2025;01;20,8;20,9;20,6;86,7;88,5;86,6;18,5;18,9;18,3;1014;1014,3;1013,6;0,8;2,1;66;0;0
26/11/2025;02;20,4;20,8;20,4;87,8;87,8;86,3;18,3;18,7;18;1013;1013,6;1013,2;0,8;2,6;69;0;0
26/11/2025;03;20,2;20,4;20,1;89,4;90,3;87,8;18,4;18,8;18;1013;1013,3;1013,1;0,4;1,6;97;0;0
26/11/2025;04;20,2;20,2;20,1;88,7;89,6;88,6;18,2;18,5;18,1;1014;1013,6;1013,2;0,4;1,6;106;0;0,25
26/11/2025;05;20,7;20,7;20,1;85,6;89,3;85,4;18,2;18,9;17,6;1014;1014;1013,6;0,6;2,2;83;0,2;0
26/11/2025;06;20,8;20,8;20,7;85,2;85,9;85,1;18,2;18,3;18,1;1015;1014,6;1014;0,6;2,7;71;63,2;0
26/11/2025;07;20,8;21,1;20,8;87,7;88,2;82,8;18,7;19,1;17,7;1015;1015,4;1014,6;0,7;3,1;332;192,3;0
26/11/2025;08;20;20,8;20;92,1;93,9;87,7;18,6;19,8;17,9;1016;1016,1;1015,4;0,8;2,4;204;212,1;0,25
26/11/2025;09;20,1;20,2;19,8;93,5;93,6;91,2;19;19,2;18,3;1016;1016,4;1016,1;0,9;3,4;197;617,3;0
26/11/2025;10;19,9;20,1;19,6;94,2;95,2;92,4;18,9;19,3;18,3;1017;1016,8;1016,4;0,3;1,6;233;650,9;0
26/11/2025;11;21,6;21,6;19,9;89,1;94,3;87,6;19,8;20,7;17,7;1016;1016,8;1016,2;1;4;162;;0
26/11/2025;12;22,4;22,4;21,3;79,7;90,5;76,8;18,7;20,7;17;1016;1016,3;1015,9;1,7;6,4;123;;0,25
26/11/2025;13;22,3;22,7;22,3;77,2;80,8;73,6;18,2;19,3;17,4;1016;1016;1015,6;1,3;4,9;121;1916,2;0
26/11/2025;14;22,4;23;22,3;73,2;78,2;72,5;17,4;18,9;17,1;1015;1015,8;1015,3;1,8;5,6;113;;0
26/11/2025;15;22,5;22,7;22,4;71,1;75,5;69,5;17;18,2;16,5;1015;1015,5;1015,2;2;5,9;125;1228,8;0
26/11/2025;16;22,4;22,5;22,3;72,6;74;69,7;17,3;17,7;16,5;1015;1015,3;1015;1,6;5,5;134;948,6;0
26/11/2025;17;22;22,5;22;71,4;74,5;70,9;16,6;17,7;16,5;1015;1015,2;1014,9;1,5;5;131;626,6;0,25
26/11/2025;18;21,7;22;21,7;72,7;73,3;70,1;16,6;17;16;1015;1015,2;1014,9;1,6;4,7;141;263;0
26/11/2025;19;21,5;21,7;21,5;75,2;76,5;72,7;16,9;17,4;16,4;1015;1015,5;1015,2;0,8;3;164;30,1;0
26/11/2025;20;21,2;21,5;21,2;78,2;78,9;74,9;17,2;17,7;16,5;1016;1015,9;1015,5;0,3;1,6;93;0,2;0
26/11/2025;21;21;21,2;20,9;77,6;79,9;76,7;17;17,6;16,7;1016;1016,2;1015,7;0,3;2,1;98;0;0
26/11/2025;22;20,5;21;20,5;79,7;80;75,6;16,9;17,5;16,1;1016;1016,4;1016,2;0,7;1,9;44;0;0,25
26/11/2025;23;19,3;20,6;19,2;92,5;92,6;79,1;18;19,3;15,5;1017;1016,8;1016,4;0,8;4,2;70;0;0
27/11/2025;00;19;19,3;18,8;93,5;93,6;91,3;17,9;18,2;17,4;1016;1016,6;1016,3;0,3;1;53;0;0
27/11/2025;01;19,1;19,1;18,9;93,9;93,9;92,9;18,1;18,1;17,8;1016;1016,3;1015,7;0,7;1,4;51;0;0
27/11/2025;02;19,2;19,2;19,1;94,2;94,3;93,8;18,3;18,3;18,1;1015;1015,8;1015,5;0,5;1,5;53;0;0,25
27/11/2025;03;19,2;19,3;19,2;94;94,5;94;18,2;18,4;18,2;1016;1015,6;1015,5;0,5;1,6;64;0;0
27/11/2025;04;19;19,2;19;93,2;94;92,1;17,9;18,2;17,6;1016;1015,6;1015,5;0,4;1,8;62;0;0
27/11/2025;05;19;19,1;18,9;90,1;93,7;86,7;17,4;18;16,7;1016;1016,1;1015,5;0,2;1,3;61;0,2;0
27/11/2025;06;19;19,1;18,8;90,7;91,4;89,5;17,4;17,6;17;1017;1016,5;1016,1;0,3;1,5;64;75,5;0
27/11/2025;07;20;20;18,9;89,6;90,7;88,7;18,2;18,4;17;1017;1017,1;1016,5;0,5;2,1;81;409,2;0,25
27/11/2025;08;21,3;21,4;19,9;81,5;89,6;80,5;18;19,6;16,5;1017;1017,3;1017;0,4;2,2;3;1116,6;0
27/11/2025;09;22,4;22,5;21,3;75,2;82,9;74,6;17,8;19,4;16,6;1017;1017,4;1017,3;1,1;3,9;295;1739,2;0
27/11/2025;10;22,4;22,5;21,9;74;79,3;73,4;17,5;18,8;16,9;1018;1017,7;1017,4;1,2;4,3;330;1838,5;0
27/11/2025;11;23,8;23,8;22,3;68,4;74,8;68,2;17,6;19;16,2;1017;1017,5;1017,1;1,8;5,3;336;;0
27/11/2025;12;24,3;24,5;23,7;69,4;74,3;65,9;18,3;19,6;16,9;1016;1017,1;1016,3;2;5,9;329;;0,25
27/11/2025;13;24,5;24,8;24,2;66,9;72,4;64,5;17,9;19,5;17,1;1016;1016,5;1015,7;2,3;6,8;328;;0
27/11/2025;14;24,3;24,6;24;65,8;69,1;63,7;17,5;18,6;16,7;1015;1015,8;1014,7;3;8,2;357;;0
27/11/2025;15;24,3;24,6;24;65,5;68;63,5;17,4;18,3;16,6;1014;1014,9;1014;2,8;7,4;353;3447,3;0
27/11/2025;16;23,6;24,7;23,5;67;68,5;63,6;17,1;18,5;16,2;1014;1014,2;1013,8;2,8;8,1;352;2364,1;0
27/11/2025;17;22,6;23,6;22,6;70,2;71,2;67;16,9;18;16,2;1014;1014;1013,7;2,7;7,1;351;906,4;0
27/11/2025;18;22,2;22,6;22,2;71,6;72,8;70;16,9;17,5;16,5;1014;1014;1013,4;2,5;6,5;5;336,1;0
27/11/2025;19;21,9;22,3;21,9;72,9;73,4;71,1;16,8;17,3;16,4;1014;1014,3;1013,9;2,2;6,2;8;66,1;0,25
27/11/2025;20;21,6;22;21,6;74,7;74,9;72,7;16,9;17,3;16,5;1014;1014,6;1014,3;1,8;4,6;25;0,2;0
27/11/2025;21;21,7;21,7;21,5;76,3;76,6;74,7;17,3;17,4;16,8;1015;1015,1;1014,4;1,6;4,8;24;0;0
27/11/2025;22;21,5;21,7;21,5;78;78;76,2;17,5;17,7;17,1;1015;1015,1;1014,7;1,6;5,3;23;0;0
27/11/2025;23;21,1;21,5;21;79,5;80;77,4;17,4;17,9;16,9;1014;1014,9;1013,8;1,6;4,5;22;0;0
28/11/2025;00;21,4;21,4;20,8;79,9;81,2;79,5;17,8;18;17,1;1014;1014,3;1013,8;1,1;5,3;35;0;0
28/11/2025;01;21,2;21,6;21,2;80,3;81,9;79,4;17,7;18,3;17,5;1013;1014,1;1013;1,2;5;345;0;0
28/11/2025;02;21,2;21,4;21,2;81,3;81,5;80;17,9;18,1;17,6;1013;1013;1012,3;1,1;4,8;319;0;0,25
28/11/2025;03;20,7;21,2;20,7;84,1;84,1;81,2;18;18,4;17,4;1012;1012,6;1012,1;0,7;3;291;0;0
28/11/2025;04;20,7;21;20,6;82,2;84,6;81,6;17,5;18,3;17,3;1012;1012,5;1012,1;0,6;3,6;315;0;0
28/11/2025;05;20,5;20,8;20,5;85,2;85,2;81,5;17,9;18,3;17,2;1012;1012,5;1012,3;0,8;4;292;0,5;0
28/11/2025;06;20,8;20,8;20,3;81,2;85,2;81,1;17,5;18,3;16,9;1012;1012,5;1012,1;0,6;3,4;351;73,9;0
28/11/2025;07;21,8;21,8;20,8;77,6;81,6;76,9;17,7;18,5;16,6;1012;1012,5;1012,3;1;4,7;342;616;0
28/11/2025;08;22,6;22,7;21,8;75;78;74,9;18;18,7;17,1;1012;1012,5;1012,3;1,3;5,4;339;1579,1;0,25
28/11/2025;09;22,9;23,2;22,7;74,8;75,8;73,1;18,2;18,7;17,6;1012;1012,5;1012,2;1,4;6,2;343;1203,7;0
28/11/2025;10;22,8;23,1;22,8;76,4;76,4;72,7;18,5;18,7;17,6;1011;1013,2;1011,3;1,2;4,3;330;278;0
28/11/2025;11;23,8;23,8;22;77,3;83,7;73,7;19,6;20,9;17,1;1010;1011,9;1010,4;1,5;4,9;351;;0
28/11/2025;12;26,2;26,6;23,8;66,4;78;61,9;19,5;22,4;16;1009;1010,5;1009,4;1,3;4,1;355;;0
28/11/2025;13;27,1;27,8;26,3;60,9;66,8;58,3;18,9;21;17,4;1009;1009,4;1008,5;1,6;4,8;327;;0,51
28/11/2025;14;27,4;27,8;26,7;62,2;64;58;19,5;20,4;17,8;1007;1008,6;1007,2;2;4,9;330;2455;0
28/11/2025;15;26;27,5;26;68,2;70;60,5;19,7;21,5;17,8;1008;1007,6;1007,1;1,6;5,3;336;1078;0
28/11/2025;16;24,1;26;24,1;79,8;79,8;68;20,4;22,2;17,8;1011;1010,6;1007,3;1,6;5,2;343;129,5;0,25
28/11/2025;17;21,7;24,1;21,7;86,1;87,9;79,8;19,3;21,9;18,1;1008;1011,2;1007,4;1,9;8,3;116;134,7;3,56
28/11/2025;18;22,5;22,7;21,7;82;87;82;19,3;20,4;18,5;1009;1009;1007,5;1,2;5,7;332;581,3;0
28/11/2025;19;21;22,5;21;86,4;87,1;80,8;18,7;20,3;17,6;1008;1009;1008;0,9;3,4;69;65,2;0
28/11/2025;20;20,9;21,1;20,7;88;88,3;86,4;18,8;19;18,4;1009;1008,8;1008,2;0,8;1,7;95;0,4;0
28/11/2025;21;20,7;20,9;20,6;88,3;89,1;87,2;18,7;19;18,4;1009;1009;1008,6;0,3;1,9;69;0;0
28/11/2025;22;20,8;21,3;20,6;89,4;90;88;19;19,6;18,6;1009;1009,4;1008,9;1;4;30;0;0
28/11/2025;23;20,5;20,9;20,4;90,2;90,2;88,2;18,8;19,3;18,3;1009;1009,2;1008,7;0,6;2,2;34;0;0
29/11/2025;00;20,2;20,5;20,1;93,1;93,1;90,2;19;19,4;18,5;1009;1008,8;1008,6;0,4;1,8;51;0;0
29/11/2025;01;19,7;20,3;19,7;93,1;93,4;92,6;18,6;19,2;18,5;1008;1008,6;1007,6;0,6;1,6;57;0;0
29/11/2025;02;19,5;19,7;19,4;94;94;92,9;18,5;18,7;18,3;1007;1007,7;1007,3;0,3;1,3;66;0;0
29/11/2025;03;19,1;19,5;19,1;94,3;94,4;93,9;18,2;18,6;18,1;1007;1007,3;1007;0,4;1,2;72;0;0
29/11/2025;04;19,1;19,5;18,9;93,6;94,9;93,3;18;18,7;17,8;1007;1007,3;1006,8;0,6;2,9;44;0;0
29/11/2025;05;18,7;19,1;18,7;93,6;94,4;93,3;17,7;18,2;17,6;1008;1008,3;1007,1;0,5;1,6;78;0,8;0
29/11/2025;06;19;19;18,7;94,6;94,6;93,5;18,1;18,1;17,6;1009;1009,1;1008,3;0,2;1,2;94;74,3;0
29/11/2025;07;21,5;21,5;19;88;94,6;87,7;19,4;20,6;16,9;1010;1009,5;1009,1;0,4;1,2;100;549,3;0
29/11/2025;08;23,6;23,7;21,5;81,2;88,1;79,3;20,2;21,6;17,8;1010;1010,1;1009,5;0,7;2,4;36;1781,7;0
29/11/2025;09;24,6;24,9;23,1;75,1;84,8;74,4;19,9;22,2;18,3;1010;1010,4;1010,1;1;2,5;4;2658,4;0
29/11/2025;10;25,2;25,4;24,2;73;78;72,4;20;21,3;18,9;1010;1010,4;1010,1;2,1;7;179;2996,7;0
29/11/2025;11;25,1;25,7;24,7;73,5;75,7;70,4;20;21,1;18,9;1010;1010,4;1010,1;2,7;6,9;187;3904,8;0
29/11/2025;12;25,3;25,5;24,7;71,1;76,4;70,4;19,7;21;19;1010;1010,2;1009,6;3,4;9,5;190;4195,6;0
29/11/2025;13;25,1;25,3;24,5;72,2;74,9;70,5;19,7;20,6;18,8;1009;1009,8;1009,2;3,5;8,4;196;4235,6;0
29/11/2025;14;24,7;25,3;24,6;72;74,5;69,7;19,3;20,4;18,7;1009;1009,4;1008,8;3,3;9,8;206;3963,8;0
29/11/2025;15;24,6;25,2;24,6;71,8;75,1;69,5;19,2;20,5;18,7;1009;1009;1008,5;3,1;8,4;200;3434,9;0
29/11/2025;16;24,6;25,1;24,1;70,7;73,3;68,9;19;20;18;1009;1008,9;1008,4;2,7;7,8;204;2535,1;0
29/11/2025;17;23,8;24,7;23,8;71,2;72,7;69,3;18,3;19,5;17,8;1009;1008,9;1008,5;2,6;6,9;210;1637,9;0
29/11/2025;18;22,4;23,8;22,4;75,5;75,7;71,1;17,9;19,3;16,9;1009;1009,4;1008,8;2,5;7,5;213;668;0
29/11/2025;19;21,9;22,4;21,9;76,4;76,6;75,3;17,5;18,1;17,3;1010;1010,1;1009,2;2,3;6,4;216;86,3;0
29/11/2025;20;21,6;21,9;21,6;77,5;77,7;75,9;17,5;17,8;17,1;1011;1010,6;1010,1;2,5;7,4;213;0,4;0
29/11/2025;21;21,4;21,6;21,4;78,7;78,8;77,4;17,6;17,8;17,3;1011;1011,5;1010,6;2,8;6,7;209;0;0
29/11/2025;22;21,6;21,6;21,4;78;79;77,8;17,6;17,8;17,4;1012;1011,8;1011,3;2,3;7;207;0;0
29/11/2025;23;21,7;21,8;21,6;78,1;78,7;77,8;17,8;18;17,5;1012;1012;1011,7;2,5;6,2;190;0;0
30/11/2025;00;21,7;21,8;21,6;78,1;78,6;77,5;17,7;17,9;17,5;1011;1011,8;1011,2;2,3;4,4;175;0;0
30/11/2025;01;21,3;21,7;21,3;77,3;78;76,6;17,1;17,7;17;1011;1011,3;1010,8;2;5,2;175;0;0
30/11/2025;02;21,4;21,4;21,2;76,2;77,4;75,1;17;17,3;16,6;1010;1010,8;1010,1;1,2;2,5;132;0;0
30/11/2025;03;21,3;21,5;21,3;76,8;77,1;75,1;17,1;17,3;16,7;1010;1010,3;1009,9;0,5;1,7;124;0;0
30/11/2025;04;20,8;21,3;20,8;80,6;80,7;76,9;17,4;17,9;16,6;1010;1010,1;1009,6;1,2;3,2;79;0;0
30/11/2025;05;20,7;20,8;20,6;81,8;81,9;80,3;17,5;17,6;17,1;1009;1010;1009,4;1,3;3,3;81;0,2;0
30/11/2025;06;21,4;21,4;20,7;81,8;82;81,1;18,2;18,2;17,4;1010;1010,2;1009,4;0,8;2,8;16;32,8;0
30/11/2025;07;22;22;21,3;82,6;83,6;81,3;18,9;19,1;18;1010;1010,5;1010;1,2;4,3;17;350,6;0
30/11/2025;08;23,1;23,4;21,9;76,9;82,7;75,5;18,9;20,2;17,4;1010;1010,5;1010,1;1,7;5;17;1637,6;0
30/11/2025;09;24,6;24,6;23,1;73,2;78,1;72,7;19,4;20,6;18;1011;1011;1010,5;1,8;5,6;355;2623,5;0
30/11/2025;10;25,4;25,8;24,6;69;74,2;68,3;19,3;20,9;18,3;1011;1011;1010,8;1,5;4,3;349;3095,1;0
30/11/2025;11;23,8;25,7;23,8;77,8;77,8;69;19,7;21,5;17,7;1011;1011,1;1010,8;2;5,7;195;1325,4;0
30/11/2025;12;22,9;23,8;22,9;76,6;81,3;76,5;18,6;20,4;18,5;1011;1011,1;1010,7;2,4;6,8;181;1365,8;0
30/11/2025;13;22,8;23,3;22,6;77,3;78,5;75,4;18,6;19,4;18;1010;1010,8;1010,3;1,5;4,7;178;1343,3;0
30/11/2025;14;21,7;22,8;21,7;81,4;82,2;77;18,4;19,6;17,5;1010;1010,6;1010,3;1,6;5,8;216;444,6;0
30/11/2025;15;21,3;21,8;21,2;84,3;84,6;79,8;18,6;19,1;17,5;1010;1010,5;1010,1;2;6,7;215;343,9;0
30/11/2025;16;21,2;21,3;21,1;83,2;84,6;82,8;18,2;18,6;18;1010;1010,2;1009,9;2,1;6,6;206;435,9;0
30/11/2025;17;20,7;21,2;20,7;84,3;85;83;18;18,6;17,7;1010;1010,1;1009,7;2,7;6,3;210;445,4;0
30/11/2025;18;20,8;21,1;20,7;83,9;84,7;80,9;17,9;18,4;17,3;1010;1010,1;1009,7;1,7;5,6;200;237,5;0
30/11/2025;19;20,6;21;20,6;85,1;85,2;82,3;18;18,4;17,4;1010;1010,5;1009,8;1,4;4,8;191;35,9;0
30/11/2025;20;20,7;20,7;20,5;81,9;85,6;81,9;17,5;18,2;17,3;1011;1011,4;1010,3;0,9;3,6;183;0,2;0
30/11/2025;21;21;21;20,7;83,1;83,1;81,3;18;18;17,4;1011;1011,7;1011,3;0,9;3;183;0;0
30/11/2025;22;20,9;21,1;20,9;83,3;83,6;81,9;18;18,2;17,7;1011;1011,7;1011,3;0,8;2,2;126;0;0
30/11/2025;23;20,7;21;20,7;84,4;84,8;83,2;18;18,3;17,7;1011;1011,3;1010,9;0,9;2;120;0;0
