Data;Hora;Temp (C);Temp_Max (C);Temp_Min (C);Umid (%);Umid_Max (%);Umid_Min (%);PO (C);PO_Max (C);PO_Min (C);Pressao (hPa);Pressao_Max (hPa);Pressao_Min (hPa);VelVento_S_WVT (m/s);VelVento_Max (m/s);DirVento_D1_WVT (Deg);RadTot (KJ/m²);Chuva_Tot (mm)
15/11/2025;13;27,2;27,8;26,7;62,5;65,2;60,1;19,4;20,7;18,3;1015;1015,4;1014,8;2,7;7,8;337;3676,8;0
15/11/2025;14;27,1;27,4;26,5;64,2;66,1;61,7;19,7;20,5;18,6;1014;1014,8;1013,7;2,5;6,9;334;2745,1;0
15/11/2025;15;26,3;27,3;26,2;66,3;66,6;62,3;19,5;20,5;18,4;1013;1014;1013,2;2,7;7,6;343;2730;0
15/11/2025;16;25,6;26,6;25,5;69,4;70,3;65,6;19,6;20,7;18,6;1013;1013,4;1013;2,5;7,5;338;1506,8;0
15/11/2025;17;25;25,6;25;70,6;71;66,8;19,2;20;18,3;1013;1013,2;1012,6;2,4;8,2;346;944,9;0
15/11/2025;18;24,3;25;24,3;72,9;73,8;70,6;19,2;20;18,6;1013;1012,9;1012,4;2;5,7;351;510,4;0
15/11/2025;19;23,3;24,4;23,3;79,6;79,7;72,8;19,6;20,6;18,2;1013;1013;1012,5;1,6;4,7;6;59,2;0
15/11/2025;20;22,8;23,4;22,8;84,7;84,7;79,2;20,1;20,6;19;1013;1013,2;1012,9;1,2;4,8;355;0;0
15/11/2025;21;22,6;22,8;22,6;87,9;88,2;84,7;20,5;20,8;19,9;1014;1013,9;1013,1;1,9;6,1;7;0;0
15/11/2025;22;22,7;22,7;22,6;87,5;88,1;87,3;20,5;20,6;20,4;1014;1014,3;1013,8;1,8;5,6;356;0;0
15/11/2025;23;22,6;22,7;22,5;87,8;88,1;87,2;20,4;20,6;20,3;1013;1014,2;1013,2;1,7;5,7;7;0;0
16/11/2025;00;22,8;22,8;22,5;87,5;88,2;86,9;20,6;20,8;20,2;1013;1013,2;1012,5;1,2;4,6;353;0;0
16/11/2025;01;22,7;22,8;22,7;87,9;88,2;87,4;20,6;20,8;20,5;1011;1012,5;1011,4;1,7;5,6;353;0;0
16/11/2025;02;22,7;22,8;22,6;88,2;88,6;87,6;20,7;20,8;20,4;1010;1011,4;1010,3;1,8;6,8;6;0;0
16/11/2025;03;22,7;22,8;22,6;88,3;88,6;87,7;20,7;20,8;20,5;1010;1010,4;1009,7;1,9;7,5;4;0;0
16/11/2025;04;22,6;22,7;22,6;88,6;88,9;87,9;20,6;20,8;20,5;1009;1009,7;1009,3;1,4;5,5;2;0;0
16/11/2025;05;22,7;22,8;22,6;87,8;88,6;86,9;20,5;20,8;20,3;1010;1009,9;1009,4;1,6;6,4;2;0,1;0
16/11/2025;06;22,6;22,7;22,6;87,1;88;87;20,4;20,6;20,3;1010;1010,3;1009,8;1,7;5,2;18;40,6;0
16/11/2025;07;23;23;22,6;86,8;87,6;86,7;20,6;20,8;20,3;1011;1010,9;1010,2;1,7;6;5;292,7;0
16/11/2025;08;23,5;23,5;23;85,6;87,4;85,2;20,9;21,3;20,3;1011;1010,9;1010,4;2,1;6,8;352;639,5;0
16/11/2025;09;24,1;24,1;23,4;83,3;85,9;82,7;21,1;21,6;20,3;1011;1010,8;1010,3;2,5;7,5;352;1108;0
16/11/2025;10;24,6;24,7;24,2;81,6;82,9;80,6;21,2;21,6;20,6;1010;1010,8;1010,1;2,5;8,4;347;1941,8;0
16/11/2025;11;25,5;25,7;24,2;77,8;83,4;77,2;21,3;22,6;20;1009;1010,2;1008,9;2,4;7,4;348;;0
16/11/2025;12;25,2;26;25,2;79,4;79,9;76,6;21,4;22,2;20,8;1008;1009,1;1008,1;2,7;8,6;355;;0
16/11/2025;13;25,7;25,9;24,8;77,1;81,5;76,2;21,4;22,5;20,3;1007;1008,2;1007,2;2,8;9,5;5;;0
16/11/2025;14;25,9;26,2;25,3;76,8;79,6;75,2;21,5;22,4;20,6;1006;1007,6;1006,1;3,3;9;357;;0
16/11/2025;15;25,1;26,2;25;79,6;80;75,6;21,4;22,4;20,4;1005;1006,3;1005,3;3,6;10,2;335;2684,6;0
16/11/2025;16;24,8;25,6;24,7;81,7;82,1;77,1;21,4;22,4;20,4;1005;1005,5;1004,5;3,2;10,7;345;2264,6;0
16/11/2025;17;23,9;25,1;23,9;84,7;86;80,8;21,2;22,6;20,4;1004;1004,6;1004,1;2,8;9,5;355;1042;0
16/11/2025;18;23,7;24,1;23,7;86,7;86,8;83,7;21,3;21,8;20,7;1004;1004,5;1003,9;2,6;7,7;360;334;0
16/11/2025;19;23,2;23,7;23,2;88,4;88,5;86,7;21,2;21,6;20,8;1004;1004,5;1003,8;2,3;6,7;19;40,6;0
16/11/2025;20;23,1;23,2;23,1;88,9;89,5;88,4;21,2;21,4;21;1004;1004,2;1003,8;2,1;6,5;25;0;0
16/11/2025;21;23;23,2;23;89,4;89,4;88,6;21,2;21,4;21;1005;1004,8;1004;1,7;5,4;24;0;0
16/11/2025;22;23,2;23,2;23;89,2;89,6;88,3;21,3;21,4;20,9;1005;1004,7;1004,4;1,5;5,9;11;0;0
16/11/2025;23;23;23,2;22,9;92,3;92,3;89,2;21,6;21,9;21;1004;1004,9;1004;1,7;5,9;357;0;0
17/11/2025;00;23,3;23,3;22,9;91,5;92,5;91,3;21,8;22;21,4;1004;1004,2;1003,7;1,3;4,4;357;0;0
17/11/2025;01;23,5;23,5;23,3;91,3;92,3;90,6;22;22,2;21,6;1005;1005,2;1003,8;1,5;5,4;209;0;0
17/11/2025;02;22,1;23,5;22;88,6;91,3;85,2;20,1;22;19,4;1004;1005,3;1004;3,3;9;153;0;3,3
17/11/2025;03;21,5;22,2;21,5;91,7;91,8;88,4;20,1;20,8;19,5;1004;1004,3;1003,6;1,1;4,3;122;0;1,02
17/11/2025;04;21,3;21,6;21,3;89,6;93;88,2;19,5;20,5;19,3;1004;1004,1;1003,1;1,3;5,1;64;0;0,25
17/11/2025;05;21,1;21,4;21,1;91;92,7;88,4;19,6;20,1;19,1;1004;1004,9;1003,8;1,1;3,9;83;0;0,25
17/11/2025;06;21,6;21,6;21,1;91;92,4;89,5;20,1;20,3;19,3;1006;1005,6;1004;0,9;4;121;31,4;0
17/11/2025;07;21,5;22,1;21,5;89,7;91,1;87;19,8;20,6;19,2;1008;1007,7;1005,5;1,5;7,5;200;60,3;0,25
17/11/2025;08;20,1;21,5;20;92,1;93,9;89,7;18,8;20,5;18,2;1008;1008,5;1007,7;2,5;7,7;206;148,2;3,05
17/11/2025;09;20,6;20,8;20,1;89,3;92,1;87,1;18,7;19,5;17,9;1009;1009,1;1008,3;2,5;6,8;201;378,6;2,03
17/11/2025;10;19,6;20,6;19,6;92,3;93,9;89;18,3;19,6;17,7;1010;1009,8;1009,1;3;7,9;201;436,4;2,29
17/11/2025;11;20,2;20,2;19,6;84,8;92,8;84,1;17,5;19;16,8;1009;1009,8;1009,4;3,6;8;201;547,8;2,03
17/11/2025;12;21;21;20,2;77,9;84,9;77,5;17;18,4;16,1;1009;1009,4;1009;3,8;10,5;192;806,2;1,52
17/11/2025;13;21,6;21,6;21;73,8;79,8;72,8;16,7;18;15,9;1009;1009,4;1008,8;3,8;8,7;190;891,8;1,02
17/11/2025;14;23,2;23,2;21,6;69,7;74,4;67,9;17,4;18,4;15,4;1008;1009,1;1008,3;3,5;8,5;192;1936,2;0,51
17/11/2025;15;21,7;23,2;21,7;76,6;77,5;69,5;17,4;19,1;15,8;1008;1008,6;1007,9;3,5;8,3;194;730,6;0,25
17/11/2025;16;22,8;23,1;21,7;71,5;77,1;69,1;17,4;18,9;15,8;1008;1008,2;1007,6;3,5;8,3;201;1136,3;0
17/11/2025;17;21,7;22,8;21,7;74,7;74,7;68,7;17;18,1;15,7;1008;1008,5;1008;3,8;10,4;187;629,5;0
17/11/2025;18;20,9;21,7;20,9;76,3;77,1;73,3;16,6;17,6;16;1009;1009;1008,2;3,8;8,8;193;82,5;0
17/11/2025;19;20,3;20,9;20,3;78,3;79,2;76,3;16,4;17,2;16;1010;1010;1008,9;3,3;9,2;178;13,2;0
17/11/2025;20;19,8;20,3;19,8;82,2;82,5;78,2;16,7;17,2;15,9;1010;1010,3;1009,9;3;7,9;196;0;0
17/11/2025;21;19,3;19,9;19,2;88,2;88,3;82;17,3;17,9;16,1;1011;1011,1;1010;2,8;7,6;214;0;0
17/11/2025;22;19,4;19,4;19,3;85,5;88,2;85,5;16,9;17,4;16,8;1012;1011,6;1011;1,8;4,4;189;0;0
17/11/2025;23;19,4;19,5;19,3;83,2;85,8;83,2;16,5;17,1;16,4;1011;1011,8;1011,4;1,5;3,4;171;0;0
18/11/2025;00;19,1;19,5;19,1;88,7;88,9;83,2;17,2;17,6;16,2;1011;1011,4;1010,9;0,8;3,2;171;0;0
18/11/2025;01;19,2;19,3;18,9;85,5;89,4;84,5;16,7;17,5;16,3;1010;1011;1010,1;1,1;2,7;151;0;0
18/11/2025;02;19;19,2;19;86,4;86,4;84,5;16,7;16,9;16,3;1009;1010,1;1009,1;1,3;3,6;147;0;0
18/11/2025;03;19,3;19,3;19;82,2;86,7;82,2;16,2;17,1;15,9;1008;1009,3;1008,4;1,4;2,8;135;0;0
18/11/2025;04;19,3;19,4;19,3;82,5;84;82,1;16,3;16,6;16,1;1008;1008,6;1008,2;1,2;2,7;134;0;0
18/11/2025;05;19,3;19,4;19,3;83,4;83,8;81,4;16,4;16,6;16;1008;1008,4;1008,2;0,9;2,4;134;0;0
18/11/2025;06;19,4;19,4;19,3;84,2;84,2;82,2;16,6;16,7;16,2;1009;1008,6;1008,1;1;2,3;132;32,5;0
18/11/2025;07;19,5;19,6;19,4;86,7;87,9;84,2;17,3;17,5;16,6;1009;1008,9;1008,5;0,9;2,1;148;137,7;0
18/11/2025;08;18,7;19,6;18,7;92,8;93,5;85,5;17,5;18,5;16,2;1009;1009,1;1008,8;1;2,4;169;231,8;1,27
18/11/2025;09;18,3;18,7;18,3;93,8;94,6;92,4;17,3;17,8;17;1009;1009,1;1008,8;1,2;4,1;188;273,1;1,78
18/11/2025;10;18,7;18,7;18,3;92,9;94,5;92,9;17,5;17,8;17,1;1008;1009;1008,4;1,4;3,1;180;473,7;1,27
18/11/2025;11;18,6;18,8;18,6;92,8;94,3;92,7;17,4;17,9;17,4;1008;1008,5;1007,9;1,3;2,7;193;474;1,27
18/11/2025;12;18,8;18,8;18,4;92,8;95,5;92,7;17,6;18,1;17,1;1007;1008,3;1006,7;1;2,9;180;598,6;1,02
18/11/2025;13;19,6;19,7;18,8;86,6;94,3;85,5;17,3;18,7;16,3;1006;1007;1006,3;1,7;4,5;116;;1,02
18/11/2025;14;18,8;19,8;18,7;89,1;90,8;86,3;17;18,2;16,3;1006;1006,7;1005,7;1,9;4,6;121;855,5;0,51
18/11/2025;15;19;19,2;18,8;85,9;89,7;85,3;16,6;17,5;16,3;1005;1005,8;1005,3;1,4;4,1;132;519,7;0,76
18/11/2025;16;19;19,6;19;89,7;90,9;82,1;17,2;18,1;15,8;1005;1005,3;1004,7;1,3;4,1;165;505,6;0,51
18/11/2025;17;18,2;19;18,1;91,8;93,3;88,7;16,8;17,9;16,2;1005;1005;1004,4;1,7;4,5;164;239,3;0,76
18/11/2025;18;18,6;18,6;18,2;91,9;92,8;90;17,2;17,4;16,5;1004;1004,6;1004,1;0,4;1,8;60;158,2;1,02
18/11/2025;19;18,1;18,6;18,1;92,9;93,1;90,1;17;17,4;16,5;1004;1004,5;1003,8;0,8;2,5;94;69,1;0,76
18/11/2025;20;17,9;18,2;17,8;92;93,1;91,6;16,6;17;16,4;1005;1004,9;1003,8;1,4;3,1;106;0,3;0,76
18/11/2025;21;18,2;18,2;17,8;93,2;93,5;91,7;17;17,1;16,5;1005;1005,4;1004,9;1,2;2,8;95;0;0,76
18/11/2025;22;18,4;18,4;18,1;93,1;93,6;92,7;17,3;17,4;16,9;1006;1006;1005,4;1,3;3;123;0;0,76
18/11/2025;23;18,4;18,5;18,4;93;93,6;92,9;17,3;17,4;17,2;1006;1006,2;1005,8;0,7;1,8;110;0;0,51
19/11/2025;00;18,7;18,7;18,4;91,7;93,9;91,6;17,3;17,7;17;1005;1005,8;1005,1;0,2;1,4;331;0;0,51
19/11/2025;01;18,5;18,7;18,4;91,2;92,4;90,2;17;17,5;16,8;1004;1005,1;1004,3;0,3;1,9;295;0;0,25
19/11/2025;02;17,6;18,5;17,6;94;94;91,3;16,6;17,5;16,1;1004;1004,4;1004,1;0,4;1,2;96;0;0,25
19/11/2025;03;18;18,2;17,6;94,1;95,2;94;17,1;17,4;16,6;1004;1004,2;1004;0,2;1,5;108;0;0,25
19/11/2025;04;17,7;18,1;17,6;95,5;95,5;94;16,9;17,3;16,6;1005;1004,8;1004;0,2;0,9;65;0;0
19/11/2025;05;17,5;17,7;17,5;95,2;96;95,1;16,7;17,1;16,7;1006;1005,5;1004,8;0,3;1,7;74;0,1;0,25
19/11/2025;06;17,1;17,5;17;96,3;96,3;95,2;16,5;16,9;16,2;1006;1006,3;1005,5;0,2;1,4;84;46,9;0
19/11/2025;07;19,1;19,1;17,1;90,2;96,4;89,9;17,4;18,5;15,4;1007;1007,3;1006,3;0,6;2,2;83;571,8;0
19/11/2025;08;22,2;22,2;19,1;77,3;91,4;77,2;18,1;20,7;15;1008;1008,4;1007,3;0,5;1,9;98;1851,4;0
19/11/2025;09;24,2;24,7;22,1;65,2;78,1;61,3;17,3;20,6;14,3;1009;1009,1;1008,4;0,8;3,1;137;2741,5;0
19/11/2025;10;25,4;26;24,2;58;67,7;51,9;16,5;19,6;13,7;1009;1009,3;1009;2,3;6,1;193;3439,8;0
19/11/2025;11;24,6;25,8;24,6;68;70,3;57,2;18,3;19,9;15,6;1009;1009,6;1009,3;2,6;7,9;223;3893,8;0
19/11/2025;12;23,5;25,4;23,5;68,5;70,7;61;17,4;19,7;15,5;1010;1010,1;1009,4;3;10,9;217;4129,8;0
19/11/2025;13;24,2;24,3;23,2;63;69,3;62,6;16,7;18,3;15,7;1010;1010,2;1009,6;4,4;12,9;221;;0
19/11/2025;14;23,5;24,2;23,3;52,3;66,3;51,3;13,2;17,5;12,7;1010;1010,2;1009,8;4,3;10,7;217;;0
19/11/2025;15;24,2;24,2;23,4;45,9;52,9;45,7;11,8;14;11,1;1010;1010,1;1009,8;3,7;9,9;212;1382,5;0
19/11/2025;16;23,6;25,2;23,6;40,2;46,3;35;9,3;12,9;7,3;1010;1010,4;1009,7;3,8;9,7;218;1642,9;0
19/11/2025;17;23,5;24,1;23,5;33,1;41;30,7;6,4;10;5,2;1011;1010,9;1010,2;3,9;11,9;221;1357,5;0
19/11/2025;18;22,4;23,7;22,4;34,8;34,8;29,1;6,1;7,3;3,5;1011;1011,6;1010,7;4,1;10,5;216;727,2;0
19/11/2025;19;21,8;22,4;21,8;34,6;37,6;33;5,5;7,2;4,9;1012;1012,3;1011,4;3,9;10;216;63,1;0
19/11/2025;20;21,5;21,8;21,5;34,9;35,5;29,9;5,4;5,9;3,1;1013;1013,1;1012,2;3,6;8,7;210;0,2;0
19/11/2025;21;21,1;21,5;21;38,3;39,5;34,4;6,3;7,1;4,7;1014;1014,3;1013,1;2,7;6,2;203;0;0
19/11/2025;22;20,7;21,2;20,6;39,8;41,3;37,1;6,5;7,5;5,5;1015;1014,9;1014,2;2,7;5,6;189;0;0
19/11/2025;23;20,2;20,7;20,1;43,9;44,2;39,2;7,5;8;5,8;1015;1014,9;1014,7;2;4,3;162;0;0
20/11/2025;00;19,6;20,2;19,6;51,4;51,4;42,4;9,3;9,8;6,5;1014;1014,7;1014,5;1,7;4;139;0;0
20/11/2025;01;18,9;19,6;18,9;52;53,7;48,4;8,9;9,9;7,8;1014;1014,5;1014,1;1,3;2,5;123;0;0
20/11/2025;02;19;19,1;18,8;56,1;58,2;50,9;10,1;10,7;8,4;1014;1014,1;1013,8;1;1,8;133;0;0
20/11/2025;03;18,6;19,1;18,6;62,1;62,7;54,8;11,2;11,8;9,3;1014;1013,9;1013,8;0,9;1,8;136;0;0
20/11/2025;04;17;18,7;17;68,9;69,2;62,3;11,2;12,9;9,7;1014;1014,4;1013,8;0,5;1,5;93;0;0
20/11/2025;05;16,6;17;16,5;72,6;73,2;68,4;11,6;12,2;10,7;1015;1014,6;1014,3;0,5;1,7;94;0,4;0
20/11/2025;06;17;17,1;16,5;73,6;75,4;72,6;12,3;12,7;11,6;1015;1015,5;1014,6;0,6;1,5;103;92,7;0
20/11/2025;07;18,7;18,7;17,1;66,1;74,6;64,9;12,3;14,1;10,4;1016;1016,1;1015,5;0,6;2;145;502,1;0
20/11/2025;08;20,6;20,6;18,7;61,4;67;60,7;12,9;14,3;11;1017;1016,6;1016,1;0,9;1,9;171;1616,1;0
20/11/2025;09;22,6;22,6;20,5;45,2;62,4;43,1;10,1;15;7,5;1017;1016,9;1016,6;1;2,5;35;2712,5;0
20/11/2025;10;23,1;23,1;22,4;55,6;57,4;45,2;13,8;14,3;9,9;1016;1016,9;1016,5;1,4;3,4;322;3409;0
20/11/2025;11;24,3;24,6;23,1;50,3;60,8;49,3;13,3;16,5;11,9;1016;1016,5;1015,8;1,7;5,8;318;3985,2;0
20/11/2025;12;24,2;24,9;24,1;53,3;56,6;49,4;14,1;15,7;12,8;1016;1016;1015,5;2,8;8,5;350;4241,8;0
20/11/2025;13;24,7;24,7;24,1;54,4;58,3;51,8;14,8;16;13,5;1015;1015,6;1015;2,8;8,7;351;4233,1;0
20/11/2025;14;24,8;24,9;24,3;53,7;56,6;51,2;14,7;15,7;13,6;1014;1015,2;1014,1;3,3;9,4;348;3919,2;0
20/11/2025;15;24,5;25,1;24,4;52,9;58,3;51,3;14,2;16,3;13,7;1014;1014,4;1013,6;3,3;10,1;334;3365,3;0
20/11/2025;16;24,1;24,7;24,1;54,6;55,8;50,7;14,4;15,3;13,3;1013;1013,8;1013,1;2,9;10,3;337;2610,6;0
20/11/2025;17;23,7;24,3;23,7;58,6;61,8;53,8;15,1;16,4;13,8;1013;1013,3;1012,9;2,9;9,7;336;1706;0
20/11/2025;18;22,6;23,7;22,6;66,7;67,1;57,6;16,1;17,3;13,8;1013;1013,2;1012,9;2,3;8;344;719,7;0
20/11/2025;19;21,8;22,6;21,8;71;71;66,7;16,3;17;15,3;1013;1013,4;1013;2,1;7,1;354;66,4;0
20/11/2025;20;21,4;21,8;21,4;75,2;75,3;71,1;16,9;17,2;16;1014;1013,8;1013,3;1,8;6,2;8;0,3;0
20/11/2025;21;21,2;21,5;21,2;77,3;77,5;75,1;17,1;17,4;16,6;1014;1014,2;1013,7;2,1;6,6;9;0;0
20/11/2025;22;21,1;21,3;21,1;76,8;77,8;76,8;16,9;17,2;16,9;1014;1014,5;1014,2;1,7;5,2;25;0;0
20/11/2025;23;20,9;21,3;20,9;74,6;76,8;73,4;16,3;17,1;16;1014;1014,6;1014,1;1,3;5,7;27;0;0
21/11/2025;00;20,7;21;20,7;77,2;77,4;73,6;16,6;16,9;15,8;1014;1014,1;1013,5;1,6;6,8;36;0;0
21/11/2025;01;20,9;20,9;20,6;77,9;78,4;76,7;16,9;17;16,4;1013;1013,6;1013;1,2;3,8;45;0;0
21/11/2025;02;20,8;21,1;20,8;77,1;78,2;76,8;16,6;17,1;16,5;1013;1013,1;1012,5;1;5,1;356;0;0
21/11/2025;03;20,8;20,9;20,7;76,7;77,9;74,7;16,6;16,9;16,1;1013;1012,9;1012,4;1,3;4,7;7;0;0
21/11/2025;04;20;20,8;20;80,8;81,3;76,7;16,6;17,5;15,8;1013;1013,5;1012,8;0,5;2,9;280;0;0
21/11/2025;05;19,3;20;19,1;83,2;84;80,8;16,3;17,2;15,8;1014;1013,9;1013,3;0,4;2;63;0,3;0
21/11/2025;06;19,5;19,5;19,2;82,3;83,5;81,1;16,4;16,6;15,9;1014;1014,2;1013,9;0,3;2,2;93;77,1;0
21/11/2025;07;21;21;19,5;78,9;83,2;78;17,2;18;15,5;1014;1014,5;1014,1;0,6;2,8;11;625,8;0
21/11/2025;08;21,8;21,8;20,8;72,4;80,5;72,4;16,6;18,3;15,6;1015;1015,2;1014,5;1,1;5,3;279;957;0
21/11/2025;09;23,2;23,2;21,8;67;73,7;66,8;16,7;18,2;15,3;1015;1015,3;1014,8;1,7;7,6;338;2788,6;0
21/11/2025;10;24,6;24,6;23,2;63,2;68,4;60,4;17,2;18,4;15,1;1014;1014,9;1014,3;1,8;8;355;3524,3;0
21/11/2025;11;25,1;25,4;24,3;61,4;66,4;59,7;17,2;18,7;15,9;1014;1014,4;1013,7;2,2;7,6;345;4030,8;0
21/11/2025;12;25,7;25,9;25;61,7;63,7;58,6;17,8;18,5;16,3;1013;1013,8;1013;2,9;8,3;2;4247,9;0
21/11/2025;13;25,8;26,5;25,6;60,7;63;57,8;17,6;18,9;16,7;1012;1013,1;1012;2,9;8,7;4;4239,9;0
21/11/2025;14;25,9;26,2;25,5;62;64,7;59,3;18,1;19,1;17;1011;1012,2;1011,1;2,8;8,4;346;3937,2;0
21/11/2025;15;25,7;25,9;25,4;61,6;64,9;61,1;17,8;18,8;17,3;1010;1011,3;1010,1;3,2;8,7;342;3384,6;0
21/11/2025;16;25,2;25,8;25,2;55,6;63,7;53,6;15,7;18,4;15,1;1010;1010,6;1010,1;2,9;9,4;349;2632,7;0
21/11/2025;17;24,6;25,6;24,6;64;64,3;54,7;17,3;18,3;14,8;1010;1010,5;1009,8;3,1;7,5;344;1723;0
21/11/2025;18;23,2;24,6;23,1;73,1;73,1;63,4;18,1;19,5;15,8;1010;1010,4;1010;3;7,8;352;693,4;0
21/11/2025;19;22,3;23,2;22,3;76,5;76,7;72,6;18;18,9;17,1;1010;1010,2;1009,8;2,8;7,7;359;70,4;0
21/11/2025;20;22;22,4;21,9;80,7;80,7;76,5;18,5;18,9;17,6;1010;1010,4;1010;2,9;8;6;0,2;0
21/11/2025;21;21,8;22;21,8;83;83;80,5;18,8;19;18,3;1010;1010,3;1010;2,1;6,3;12;0;0
21/11/2025;22;21,7;21,8;21,7;84,9;84,9;83;19,1;19,2;18,7;1010;1010,2;1009,1;2,5;7,7;4;0;0
21/11/2025;23;21,8;21,9;21,7;85,4;86,7;84,8;19,3;19,6;19;1010;1010,6;1009,9;1,7;6;355;0;0
22/11/2025;00;21,5;21,9;21,5;88,1;88,1;85,2;19,4;19,8;18,9;1010;1010,5;1009,9;1,1;3,5;355;0;0
22/11/2025;01;21,6;21,6;21,5;87,4;88,3;87,3;19,4;19,6;19,3;1010;1010,5;1009,6;1;3,5;339;0;0
22/11/2025;02;21;21,6;21;89,6;89,7;87,4;19,2;19,9;18,8;1011;1010,7;1010,2;0,3;1,6;79;0;0
22/11/2025;03;20,9;21,1;20,9;88,7;89,7;88,7;19;19,3;18,9;1011;1010,9;1010,6;0,6;2;37;0;0
22/11/2025;04;20,8;20,9;20,6;89,2;89,6;88,7;18,9;19,1;18,7;1011;1011,3;1010,9;0,4;1,2;71;0;0
22/11/2025;05;20,3;20,8;20,3;90;90;89;18,6;19,1;18,4;1012;1011,6;1011,1;0,1;0,7;86;0,1;0
22/11/2025;06;21,7;21,7;20,1;77;92,1;77;17,5;20,4;15,9;1012;1012;1011,6;0,7;3,7;139;78,3;0
22/11/2025;07;23,7;23,7;21,7;67,9;77,9;67,8;17,4;19,6;15,5;1012;1012,5;1012;2,9;8;184;610,3;0
22/11/2025;08;24,6;24,6;23,7;66,1;68,7;65,2;17,9;18,5;16,7;1013;1013;1012,3;4,3;10;191;1822,1;0
22/11/2025;09;26;26;24,5;64,1;67;63,5;18,7;19,4;17,2;1013;1013,2;1012,7;3,3;8,2;193;2689,7;0
22/11/2025;10;24,9;26,1;24,8;69,7;71,3;62,9;19;20,5;17,2;1013;1013,2;1012,8;3,2;10;214;3397,6;0
22/11/2025;11;25,3;25,6;24,7;69,8;72,2;68,3;19,4;20,2;18,5;1013;1013,1;1012,6;3,5;9,7;222;3898,6;0
22/11/2025;12;25,6;25,7;25,1;68,6;71,2;67,2;19,4;20,1;18,6;1012;1012,7;1012,2;4;10,3;221;4133,8;0
22/11/2025;13;25;25,6;24,8;70,2;71,9;68,7;19,2;20,1;18,7;1012;1012,6;1011,9;4,8;12,5;220;4126,6;0
22/11/2025;14;24;25,1;24;72,9;73,9;70,3;18,8;20,1;18,2;1012;1012,7;1011,8;4,4;12,7;223;3700,7;0
22/11/2025;15;19,9;24;19,9;89,8;89,8;73;18,2;22,2;14,9;1013;1013,7;1012,1;5,2;13,3;216;325,7;1,27
22/11/2025;16;20;20;19,7;90,5;92,5;88,2;18,3;18,8;17,7;1013;1013,4;1012,7;3,3;10,4;210;92,3;3,56
22/11/2025;17;18,9;19,9;18,8;90,1;91;88,5;17,2;18,4;16,9;1013;1014;1012,9;2,9;9,7;218;12,4;1,78
22/11/2025;18;18,7;19,1;18,7;91;91,5;87,7;17,2;17,6;16,6;1015;1015;1013,2;2,7;8,4;189;12,1;1,78
22/11/2025;19;18,7;18,7;18,3;93,2;93,8;90;17,6;17,7;16,7;1014;1014,9;1013,9;2,5;5,9;192;10,3;1,52
22/11/2025;20;19,2;19,2;18,7;90,5;93,4;89,9;17,6;18,1;17;1015;1015,1;1013,7;1,9;6,4;183;0,2;1,27
22/11/2025;21;19,4;19,5;19,2;88,5;90,2;86,5;17,4;17,9;16,9;1016;1015,7;1014,8;3,2;7,1;173;0;1,02
22/11/2025;22;19,9;19,9;19,3;86,2;89,4;85,8;17,5;18,1;16,9;1015;1016,1;1015,5;2,7;6,6;179;0;0,76
22/11/2025;23;18,8;20;18,8;93,4;93,4;86,2;17,7;18,9;16,4;1016;1016,5;1015,5;2,5;7,2;184;0;0,76
23/11/2025;00;18,8;19;18,7;93,8;94;93,2;17,8;18;17,5;1016;1016;1015,6;2,5;7,5;199;0;0,51
23/11/2025;01;18,5;18,8;18,4;95,4;95,4;93,2;17,8;18,1;17,3;1016;1016;1015,5;2,2;6;191;0;0,51
23/11/2025;02;18,5;18,6;18,4;94,8;95,4;94;17,7;17,8;17,4;1015;1015,6;1015,1;2,3;6,2;181;0;0,25
23/11/2025;03;18,2;18,5;18,1;95,6;95,7;94,5;17,5;17,8;17,2;1015;1015,4;1015;2,7;7,3;193;0;0,51
23/11/2025;04;18,2;18,3;18,1;95,4;95,9;95;17,5;17,6;17,3;1015;1015,2;1014,8;2,2;6,7;216;0;0,25
23/11/2025;05;18;18,2;17,9;94,4;95,4;94;17,1;17,5;16,9;1016;1015,8;1014,9;2,6;8,1;216;0;0,25
23/11/2025;06;18,1;18,2;17,9;95,1;95,3;94,2;17,3;17,4;17;1016;1016,4;1015,6;2,2;7;218;7,8;0,25
23/11/2025;07;18,3;18,3;18,1;94,5;95,1;94,3;17,4;17,5;17,2;1017;1017;1016,2;2,3;7;213;89,2;0,25
23/11/2025;08;18,7;18,7;18,2;90,8;95;90,7;17,2;17,9;16,6;1017;1017,5;1016,7;1,5;5,6;212;392,1;0,25
23/11/2025;09;20,5;20,5;18,7;84;91,2;82,5;17,7;19,1;15,7;1017;1017,5;1017,3;1,8;4,5;215;1106,2;0,25
23/11/2025;10;20;20,9;19,9;83,1;84,7;78,3;17;18,2;16;1018;1017,7;1017,2;2,5;7,6;211;1016,7;0,25
23/11/2025;11;20,8;21,3;20;82,5;85,4;78,2;17,7;18,8;16;1017;1017,6;1017,1;2,4;8,1;216;1231,9;0
23/11/2025;12;20,4;20,9;20;84,4;87,4;78,4;17,6;18,7;16,2;1017;1017,5;1017,1;1,3;7,3;221;690,5;0,25
23/11/2025;13;19,7;20,5;19,7;85,3;85,4;81,7;17,1;17,9;16,4;1017;1017,6;1017;1,5;7,2;220;502;0
